Product UPC,Product,NACS CATEGORY,NACS SUBCATEGORY,BRAND,COMPANY,NACS Category Code,NACS Subcategory Code
0034856806295,SOUR JACKS SOFT CHEWY CANDY 8.5 OUNCE,CANDY,BAGGED OR REPACKED PEG CANDY,SOUR JACKS,PROMOTION IN MOTION INC,08-00-00,08-05-00
0034856806981,WLCHS MXD FRT FMLY FRMR OWNED DRD FRT SN,EDIBLE GROCERY,OTHER EDIBLE GROCERY,WELCH S,PROMOTION IN MOTION INC,19-00-00,19-04-00
0034986000044,AFFY TPPL APL 111 GRAM CRML 1 APPLE MLDD,OTHER DAIRY DELI PRODUCTS,OTHER DAIRY,AFFY TAPPLE,AFFY TAPPLE INC,10-00-00,10-06-00
0035000000590,ULT PLMLV DISHW DET 10 FLUID OUNCE,NON EDIBLE GROCERY,DISH CARE,ULTRA PALMOLIVE,COLGATE PALMOLIVE COMPANY,20-00-00,20-02-00
0035000141033,IRISH SPRNG CNDTN GRN WRAP BAR SOAP 3PK,HEALTH BEAUTY CARE,GROOMING AIDS,IRISH SPRING,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000141071,IRISH SPRNG ORIG BOX BATH BAR SOAP 3.75,HEALTH BEAUTY CARE,GROOMING AIDS,IRISH SPRING,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000141088,IRISH SPRNG ORIG FEEL CLEAN AND FRESH BA,HEALTH BEAUTY CARE,GROOMING AIDS,IRISH SPRING,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000269188,IRISH SPRNG ORIG WITH ODOR NTRLZ LEAF BO,HEALTH BEAUTY CARE,GROOMING AIDS,IRISH SPRING,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000509093,CLGT STRNG TEETH TTHPS 2.8 OUNCE,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000511058,CLGT STRNG TEETH TTHPS 2.5 OUNCE,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000530639,FABULOSO LVNDR BTTL MLTPR CLNR 22 FLUID,NON EDIBLE GROCERY,HOUSEHOLD CARE,FABULOSO,COLGATE PALMOLIVE COMPANY,20-00-00,20-03-00
0035000551009,CLGT EXTRA CLEAN MED FULL HEAD BOX TTHBR,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE EXTRA CLEAN,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000551146,CLGT EXTRA CLEAN TTHBR 1 COUNT,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE EXTRA CLEAN,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000555007,CLGT EXTRA CLEAN RNDD LONG RED SOFT TTHB,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE EXTRA CLEAN,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000556769,CLGT EXTRA CLEAN SOFT CRDD TTHBR 1 COUNT,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE EXTRA CLEAN,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000689108,COLGATE WISP MLDD CASE TOOTH AND DNTR BR,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE WISP,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000740021,CLGT TOTAL TTHPS 4.2 OUNCE,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE TOTAL,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035000741257,CLGT TOTAL TTHPS 4.2 OUNCE,HEALTH BEAUTY CARE,GROOMING AIDS,COLGATE TOTAL,COLGATE PALMOLIVE COMPANY,21-00-00,21-06-00
0035022100124,HOT WOOD FRWD 1 COUNT,GENERAL MERCHANDISE,SEASONAL,HOT WOOD,CALIFORNIA HOT WOOD INC,22-00-00,22-12-00
0035106007042,BEECH NUT CHWNG TBCC 3 OUNCE,OTHER TOBACCO PRODUCTS,SMOKELESS,BEECH NUT,"NATIONAL TOBACCO COMPANY, L.P.",03-00-00,03-01-00
0035106056941,BEECH NUT BLNCD BLNCD BTTR BTTR WNTRG CH,OTHER TOBACCO PRODUCTS,SMOKELESS,BEECH NUT,"NATIONAL TOBACCO COMPANY, L.P.",03-00-00,03-01-00
0035106057047,BEECH NUT CHWNG TBCC 3 OUNCE,OTHER TOBACCO PRODUCTS,SMOKELESS,BEECH NUT,"NATIONAL TOBACCO COMPANY, L.P.",03-00-00,03-01-00
0035117019270,KINCO PIG SKIN WORK LARGE PCKG NOT CLLCT,GENERAL MERCHANDISE,HARDWARE TOOLS HOUSEWARES,KINCO,"KINCO INTERNATIONAL, INC.",22-00-00,22-10-00
0035117179141,WORK PACKAGE NOT COLLECTED GLOVES 2 COUN,GENERAL MERCHANDISE,HARDWARE TOOLS HOUSEWARES,NO BRAND LISTED,NO COMPANY LISTED,22-00-00,22-10-00
0035141801056,GARMENTEX LEATHER PCKG NOT CLLCT GLVS GL,GENERAL MERCHANDISE,OTHER GM,GARMENTEX,GARMENTEX INTERNATIONAL,22-00-00,22-13-00
0035141813844,TRU FIT ONE SIZE NOT STATED MEN GLOVES 2,GENERAL MERCHANDISE,OTHER GM,TRU FIT,HADDAD INTERNATIONAL,22-00-00,22-13-00
0035204500971,ANDYS RED FISH FISH SHRMP SHRMP .25 CUP,EDIBLE GROCERY,OTHER EDIBLE GROCERY,ANDY S,ANDY S SEASONING,19-00-00,19-04-00
0035204501985,ANDYS CAJUN FISH FISH SHRMP SHRMP 1 TBLS,EDIBLE GROCERY,OTHER EDIBLE GROCERY,ANDY S,ANDY S SEASONING,19-00-00,19-04-00
0035229000104,ABSLT 40 PERCENT 80 PROOF SWDN BTTL VODK,LIQUOR,DISTILLED SPIRITS,ABSOLUT,THE ABSOLUT SPIRITS COMPANY,06-00-00,06-01-00
0035229000203,ABSLT 40 PERCENT 80 PROOF SWDN BTTL VODK,LIQUOR,DISTILLED SPIRITS,ABSOLUT,THE ABSOLUT SPIRITS COMPANY,06-00-00,06-01-00
0035229000302,ABSLT 40 PERCENT 80 PROOF SWDN BTTL VODK,LIQUOR,DISTILLED SPIRITS,ABSOLUT,THE ABSOLUT SPIRITS COMPANY,06-00-00,06-01-00
0035229000609,ABSLT 40 PERCENT 80 PROOF SWDN BTTL VODK,LIQUOR,DISTILLED SPIRITS,ABSOLUT,THE ABSOLUT SPIRITS COMPANY,06-00-00,06-01-00
0035229002306,ABSLT MNDRN 40 PERCENT 80 PROOF SWDN VOD,LIQUOR,DISTILLED SPIRITS,ABSOLUT MANDRIN,THE ABSOLUT SPIRITS COMPANY,06-00-00,06-01-00
0035355420944,DORCY BTTRY FLSHL ENRGY HIGH I BTTRS FLS,PENDING FOR ASSIGNMENT,PENDING FOR ASSIGNMENT,DORCY,DORCY INTERNATIONAL INC.,00-00-00,00-00-00
0035355424614,DORCY BATTERY FLSHL WTR RE BTTRS FLSHL A,PENDING FOR ASSIGNMENT,PENDING FOR ASSIGNMENT,DORCY,DORCY INTERNATIONAL INC.,00-00-00,00-00-00
0035751111064,BON APPTT APL DNSH SET ROLL 5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751111071,BON APPTT UNFLV BEAR CLAW SGR BAG SET RO,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751111095,BON APPTT CHS BRY DNSH SGR WRAP SET ROLL,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751111101,BON APPTT CINN DNSH SGR WHT ICED BAG SET,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751111125,BON APPTT UNFLV SET ROLL SGR FILLED 4.5,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751111132,BON APPTT CHS .5 PASTRY FLLD PSTRY 5 OUN,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751111149,BON APPTT BB CRM DNSH SET ROLL 4.5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751112016,BON APPTT CINN ROLL SET ROLL 5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113013,BON APPTT CHS 52 GRAM MFFN 5.5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113020,BON APPTT STRWB CHS 52 GRAM MFFN 5.5 OUN,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113044,BON APPTT BAN NUT MFFN 5.5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113051,BON APPTT BBY 52 GRAM MFFN 5.5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113082,BON APPTT CHOC CHOC MFFN 5.5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113099,BON APPTT CHOC CHIP 52 GRAM MFFN 5.5 OUN,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751113211,BON APPTT INVRT SUGAR INVRT SUGAR SUGAR,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751114256,BON APPTT FLV BREAD BAN 1 SLICE 113 GRAM,PACKAGED BREAD,PACKAGED BREADS,BON APPETIT,BON APPETIT DANISH INC,14-00-00,14-00-00
0035751114263,BON APPTT POUND CAKE SNACK CAKE 4 OUNCE,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751114270,BON APPTT CHSCK SNACK CAKE 4 OUNCE,EDIBLE GROCERY,OTHER EDIBLE GROCERY,BON APPETIT,BON APPETIT DANISH INC,19-00-00,19-04-00
0035751114287,BON APPTT LMN SNACK CAKE 4 OUNCE,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751114294,BON APPTT MRBL SNGL LAYER CAKE 4 OUNCE,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751114300,BON APPTT CHS COFF CAKE SNGL LAYER CAKE,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751114324,BON APPTT CRM CHS SNGL LAYER CAKE 4 OUNC,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751114416,BON APPTT BAN CHOC SNGL LAYER CAKE 4 OUN,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751117004,BUON APPETITO CNCH 0.5 PASTRY 71 GRAM BR,PACKAGED BREAD,PACKAGED BREADS,BUON APPETITO,BON APPETIT DANISH INC,14-00-00,14-00-00
0035751117028,BON APPTT CINN ROLL FROST MMMTH WRAP SET,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751117035,BON APPTT HNY BUN SET ROLL 5.25 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751117042,BON APPTT HNY BUN SET ROLL 5.25 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751117080,BUON APPETITO PNQST HFCS WRAP FULL SNACK,PACKAGED SWEET SNACKS,SNACKS PASTRIES DESSERTS,BUON APPETITO,BON APPETIT DANISH INC,16-00-00,16-01-00
0035751117097,BUON APPETITO UNFLV SMT SGR WRAP SET ROL,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BUON APPETITO,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751117134,BUON APPTT CNCH SGR WRAP ROLL AND BUN AN,PACKAGED BREAD,PACKAGED BREADS,BUON APPETITO,BON APPETIT DANISH INC,14-00-00,14-00-00
0035751117202,BUON APPTT QSDLLA SNGL LAYER CAKE 4 OUNC,EDIBLE GROCERY,OTHER EDIBLE GROCERY,BUON APPETITO,BON APPETIT DANISH INC,19-00-00,19-04-00
0035751117233,BON APPTT PICON SGR BAG SET ROLL 5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118056,BON APPTT CHOC DGHNT 4 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118063,BON APPTT UNFLV DGHNT 4 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118070,BON APPTT UNFLV DGHNT 4.5 OUNCE,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118148,BON SOLE BON APPTT THE GRMT DONUT DGHNT,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON SOLE BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118155,BON APPTT BRY SGR CVRD CAKE DNTT CHOC WR,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118162,BON SOLE BON APPTT THE GRMT DONUT CHOC D,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON SOLE BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118179,BON SOLE BON APPTT THE GRMT DONUT UNFLV,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON SOLE BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118186,BON SOLE BON APPTT THE GRMT DONUT UNFLV,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON SOLE BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751118193,BON SOLE BON APPTT THE GRMT DONUT DGHNT,PACKAGED SWEET SNACKS,MUFFINS DONUTS,BON SOLE BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-02-00
0035751216011,BON APPTT CHOC CHIP SGR 71 GRAM CVRD WRA,PACKAGED SWEET SNACKS,COOKIES,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-03-00
0035751216028,BON APPTT OATM RAISIN BRWN SGR 64 GRAM B,PACKAGED SWEET SNACKS,COOKIES,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-03-00
0035751216035,BON APPTT BRWN PNT BTTR CKY 4.5 OUNCE,PACKAGED SWEET SNACKS,COOKIES,BON APPETIT,BON APPETIT DANISH INC,16-00-00,16-03-00
0035751217049,BON APPTT BRWN CHSCK SNGL LAYER CAKE 2.2,EDIBLE GROCERY,OTHER EDIBLE GROCERY,BON APPETIT,BON APPETIT DANISH INC,19-00-00,19-04-00
0035751318166,BUON APPETITO RSN GRNLT SUGAR 60 GRAM BA,PACKAGED SWEET SNACKS,COOKIES,BUON APPETITO,BON APPETIT DANISH INC,16-00-00,16-03-00
0035753487891,AT T SMSNG A107 CLLLR PHONE 1 COUNT,GENERAL MERCHANDISE,TELECOMMUNICATIONS HARDWARE,AT T,AT T CONSUMER PRODUCTS,22-00-00,22-14-00
0035794446093,ELEMENT BATTERY INSPC PRFRM BTTRS FLSHL,PENDING FOR ASSIGNMENT,PENDING FOR ASSIGNMENT,ELEMENT,ALLIED INTERNATIONAL,00-00-00,00-00-00
0035794702120,PRJCT PRTNR CRDD WHT BRTHN AIDS EXTRN DU,HEALTH BEAUTY CARE,COUGH COLD REMEDIES,PROJECT PARTNERS,ALLIED INTERNATIONAL,21-00-00,21-02-00
0035851000121,LAS CRCS CORN BAG TRTLL AND MXCN SHELL S,OTHER DAIRY DELI PRODUCTS,OTHER DAIRY,LAS CRUCES,MEXI SNAX CORPORATION,10-00-00,10-06-00
0035985000011,MIKES HARD LMND LMNADE 5.2 PERCENT FLV M,BEER,FLAVORED MALT,MIKE S HARD LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985000240,MIKES HARD LMND LMNADE FLV MALT BEV 24 F,BEER,FLAVORED MALT,MIKE S HARD LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985006112,MIKES HARD CRNBR LMND CRAN LMNADE FLV MA,BEER,FLAVORED MALT,MIKE S HARD CRANBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985006242,MIKES HARD CRNBR LMND CRAN LMNADE FLV MA,BEER,FLAVORED MALT,MIKE S HARD CRANBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985007447,MIKES HARD BERRY BRY PREM 5 PERCENT FLV,BEER,FLAVORED MALT,MIKE S HARD BERRY,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985010126,MIKES HRDR BLACK CHRRY LMND FLV MALT BEV,BEER,FLAVORED MALT,MIKE S HARDER BLACK CHERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985010256,THE CLSSC MRGRT BY MIKES TRDTN LIME FLV,BEER,FLAVORED MALT,THE CLASSIC MARGARITA BY MIKE S,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985010263,THE CLSSC MRGRT BY MIKES FLV MALT BEV 6P,BEER,FLAVORED MALT,THE CLASSIC MARGARITA BY MIKE S,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985010379,MIKES HRDR CRNBR LMND CRAN LMNADE FLV MA,BEER,FLAVORED MALT,MIKE S HARDER CRANBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985010386,MIKES HARD SSNL NO ALCHL BASE FLV MALT B,BEER,FLAVORED MALT,MIKE S HARD SEASONAL,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985010720,THE CLSSC MRGRT BY MIKES FLV MALT BEV 6P,BEER,FLAVORED MALT,THE CLASSIC MARGARITA BY MIKE S,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985060749,MIKES HARD SSNL NO ALCHL BASE FLV MALT B,BEER,FLAVORED MALT,MIKE S HARD SEASONAL,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985067441,MIKES HARD BLACK CHRRY LMND FLV MALT BEV,BEER,FLAVORED MALT,MIKE S HARD BLACK CHERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985100629,MIKES HARD LMND LMNADE FLV MALT BEV 6PK,BEER,FLAVORED MALT,MIKE S HARD LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985129989,MK S H MK S H MK S H MK S H FLV MA CRAN,BEER,FLAVORED MALT,MIKE S HARD,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985132156,MIKES HRDR CHRRY LIME SMASH PUNCH FLV MA,BEER,FLAVORED MALT,MIKE S HARDER CHERRY LIME SMASH PUNCH,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985132170,MIKES HRDR SPKD STRWB PNPL PNCH FLV MALT,BEER,FLAVORED MALT,MIKE S HARDER SPIKED STRWBRY PNPL PNCH,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985132194,MIKES HARD STRWB LMND STRWB LMNADE FLV M,BEER,FLAVORED MALT,MIKE S HARD STRAWBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985224134,MIKES HARD STRWB LMND FLV MALT BEV 6PK 6,BEER,FLAVORED MALT,MIKE S HARD STRAWBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985224158,MIKES HARD STRWB LMND STRWB LMNADE FLV M,BEER,FLAVORED MALT,MIKE S HARD STRAWBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985224189,MIKES HARD LMND LMNADE FLV MALT BEV 10 F,BEER,FLAVORED MALT,MIKE S HARD LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985258757,MIKES HRDR LMND LMNADE PREM 8 PERCENT FL,BEER,FLAVORED MALT,MIKE S HARDER LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985258825,MIKES HARD LMND LMNADE FLV MALT BEV 23.5,BEER,FLAVORED MALT,MIKE S HARD LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985258849,MIKES HARD BLACK CHRRY LMND FLV MALT BEV,BEER,FLAVORED MALT,MIKE S HARD BLACK CHERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985258917,MIKES HRDR MANGO MDNSS PUNCH FLV MALT BE,BEER,FLAVORED MALT,MIKE S HARDER MANGO MADNESS PUNCH,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985259006,MIKES HRDR MRGRT ATHNT 8 PERCENT FLV MAL,BEER,FLAVORED MALT,MIKE S HARDER,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985259396,MIKES HRDR STRWB MRGRT 8 PERCENT FLV MAL,BEER,FLAVORED MALT,MIKE S HARDER,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985259457,MIKES HRDR LMND LMNADE FLV MALT BEV 12PK,BEER,FLAVORED MALT,MIKE S HARDER LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985259488,MIKES HRDR BLACK CHRRY LMND FLV MALT BEV,BEER,FLAVORED MALT,MIKE S HARDER BLACK CHERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0035985606114,MIKES HARD CRNBR LMND CRAN LMNADE FLV MA,BEER,FLAVORED MALT,MIKE S HARD CRANBERRY LEMONADE,MIKE S HARD LEMONADE CO,04-00-00,04-09-00
0036000013016,U BY KOTEX LGHTD SOFT AND SILKY REG SNTR,HEALTH BEAUTY CARE,FEMININE HYGIENE,U BY KOTEX LIGHTDAYS,KIMBERLY CLARK CORPORATION,21-00-00,21-07-00
0036000105179,HGGS LTTL MVRS DSPSB DPR AND TRNNG PANT,HEALTH BEAUTY CARE,BABY CARE,HUGGIES LITTLE MOVERS,KIMBERLY CLARK CORPORATION,21-00-00,21-09-00
0036000105186,HGGS LTTL MVRS DSPSB DPR AND TRNNG PANT,HEALTH BEAUTY CARE,BABY CARE,HUGGIES LITTLE MOVERS,KIMBERLY CLARK CORPORATION,21-00-00,21-09-00
0036000123234,KLEENEX WRAP 3 PLY WHT FCL TSSS FACIAL T,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000140675,KLNX RCTNG BOX 3 PLY WHT FCL TSSS FCL TI,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000142372,KLEENEX WRAP 3 PLY WHT FCL TSSS FCL TISS,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000258806,KLNX RCTNG BOX ASSRT 2 PLY SOLID COLOR F,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000373059,U BY K SNTRY TMPN BRLY T CLICK UNSCNT SN,PENDING FOR ASSIGNMENT,PENDING FOR ASSIGNMENT,U BY KOTEX,KIMBERLY CLARK CORPORATION,00-00-00,00-00-00
0036000373721,KLNX EXPRS CUBE 2 PLY WHT FCL TSSS FCL T,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX EXPRESSIONS,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000373837,KLNX RCTNG BOX GRN 2 PLY SOLID COLOR FCL,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000373905,KLNX RCTNG BOX 2 PLY WHT FCL TSSS FCL TI,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000374032,KLEENEX CUBE 2 PLY WHT FCL TSSS FACIAL T,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036000404197,HGGS NTRL CARE CLTCH N CLEAN HYPO ALL PR,HEALTH BEAUTY CARE,BABY CARE,HUGGIES NATURAL CARE CLUTCH N CLEAN,KIMBERLY CLARK CORPORATION,21-00-00,21-09-00
0036000752113,KLNX SPLSH N GO ALOE WITH VTMN E PREMST,NON EDIBLE GROCERY,PAPER PLASTIC FOIL PRODUCTS,KLEENEX SPLASH N GO!,KIMBERLY CLARK CORPORATION,20-00-00,20-04-00
0036040012857,HPNTQ CGNC VODKA AND FRUIT JUICE 17 PERC,LIQUOR,CORDIALS BRANDY COGNAC,HPNOTIQ,"HEAVEN HILL DISTILLERIES, INC.",06-00-00,06-03-00
0036144035035,GEHLS ATHNT STDM MILD CHDR NACHO BAG PLS,EDIBLE GROCERY,CONDIMENTS,GEHL S,GEHL GUERNSEY FARMS INC,19-00-00,19-03-00
0036144055040,GEHLS ROUND TORTILLA CHIP 30PK 89.76 OUN,SALTY SNACKS,TORTILLA CORN CHIPS,GEHL S,GEHL GUERNSEY FARMS INC,15-00-00,15-02-00
0036144055118,GEHLS TRIANGLE TORTILLA CHIP 3 OUNCE,SALTY SNACKS,TORTILLA CORN CHIPS,GEHL S,GEHL GUERNSEY FARMS INC,15-00-00,15-02-00
0036144055170,GEHLS NCHS YOUR WAY GLTN FREE RND TRTLL,SALTY SNACKS,TORTILLA CORN CHIPS,GEHL S,GEHL GUERNSEY FARMS INC,15-00-00,15-02-00
0036200000502,RAGU OLD WRLD STY SCE 14 OUNCE,EDIBLE GROCERY,CONDIMENTS,RAGU OLD WORLD STYLE,R B FOODS INC,19-00-00,19-03-00
0036200001004,RAGU OLD WRLD STY SCE 14 OUNCE,EDIBLE GROCERY,CONDIMENTS,RAGU OLD WORLD STYLE,R B FOODS INC,19-00-00,19-03-00
0036200002506,RAGU OLD WRLD STY SCE 24 OUNCE,EDIBLE GROCERY,CONDIMENTS,RAGU OLD WORLD STYLE,R B FOODS INC,19-00-00,19-03-00
0036200003008,RAGU OLD WRLD STY SCE 23.9 OUNCE,EDIBLE GROCERY,CONDIMENTS,RAGU OLD WORLD STYLE,R B FOODS INC,19-00-00,19-03-00
0036251770355,STONE RNTN 7.7 PERCENT LNGNC BTTL INDIA,BEER,MICRO,STONE,STONE BREWING CO,04-00-00,04-06-00
